0,1,cl_label
17.42552,6.4667683,2
2.3622968,7.118048,4
4.8097577,4.541517,5
2.4077566,-3.5196407,4
3.638178,6.28217,4
6.3559813,13.9145975,1
3.3240542,5.237187,4
17.293762,6.635975,2
8.384562,7.275869,3
7.6831994,3.002498,5
7.5776114,8.399547,5
8.820664,6.087129,3
2.261507,-3.7248688,1
7.9664617,4.9058485,3
-0.45112672,11.115518,3
3.4437058,4.694977,4
8.243184,7.1384363,3
6.8665175,3.8011014,5
-0.69002885,4.9037185,4
6.9023514,6.810269,5
5.715474,4.345471,4
3.0213346,5.505416,4
7.017753,8.274191,5
1.8096229,9.343055,4
9.065403,4.408812,3
3.2550497,7.1111717,4
8.558236,5.654271,3
4.53986,6.8535886,4
4.944466,4.604415,5
5.6663404,14.036662,1
8.710966,2.6839817,5
8.373072,6.573449,3
7.3490305,6.903826,3
6.488667,3.208769,3
1.676372,5.950693,4
4.904806,5.060815,5
0.12059519,3.2848783,4
4.9151483,8.172765,4
7.2753196,11.540386,4
4.39828,6.618675,4
3.6918604,5.9999504,4
2.8257535,5.429276,4
2.101497,6.089864,4
9.2265625,6.372568,3
5.3671656,7.5096264,4
-1.1141999,1.7900635,3
0.05905036,4.54688,4
7.9072623,3.1257203,3
7.630366,5.7937875,3
9.621048,5.9592915,3
6.228301,6.1404357,5
-4.6395984,8.6642065,3
-3.9208531,8.041799,4
9.254055,7.352743,3
3.1141343,4.7049904,4
-1.4972354,6.43827,3
-1.5978504,6.370274,4
-4.2660723,0.43432206,5
8.997857,4.693976,3
8.862019,6.939428,3
3.5263052,5.305382,4
3.134838,6.0515265,4
3.145658,4.606756,4
3.1777358,7.032453,4
1.8070092,6.7550726,4
0.38173977,8.691917,0
3.5190203,12.033516,1
6.3326163,7.7807527,5
10.610481,6.912798,3
4.710214,8.344371,4
0.4745325,-2.3803663,2
5.825878,8.645878,5
4.4794044,8.040907,4
7.5108504,-1.4576608,4
7.6722164,4.7502675,3
8.499778,5.526003,3
5.133935,8.424984,4
6.6610346,1.5494238,3
-4.422866,8.43093,5
10.180758,4.9185805,3
6.6369233,10.607863,1
7.880126,5.128252,3
6.3206053,5.1332307,5
4.582092,4.6866407,5
9.200756,7.3361115,3
16.798294,6.344413,2
7.0871587,6.5913634,5
1.7362305,8.410481,4
8.516709,2.4873245,5
6.99997,6.0501156,3
2.8807404,1.1082274,0
2.4718113,-2.894034,1
2.0822105,8.695318,0
2.5694582,-3.693438,1
4.1775947,6.3071346,4
5.6121783,12.962103,1
0.97539407,-2.2388391,2
3.9909723,2.8289967,4
-1.2885703,7.4510913,3
