0,1,2
5.384815,4.822697,6.9426613
3.1399045,4.4496346,6.1149683
3.9636097,4.026053,7.949212
2.9300263,3.4237268,2.5512502
9.262644,3.784959,8.678975
6.036603,3.3805766,3.0393043
5.2045836,10.265386,8.995137
3.4509304,3.2682703,1.8025228
4.650193,3.4238226,3.8906763
4.784936,6.2561407,6.706867
5.7981505,-2.7321484,-2.288097
3.8473525,3.5768354,4.6236362
4.6775794,4.2160683,4.6413445
4.392768,6.80982,1.1380498
6.752575,4.120941,4.4656606
3.5933406,5.5425334,2.1544511
3.0631256,6.254623,2.9600534
3.408148,4.005802,3.8736236
9.660963,1.3878613,5.824404
1.8484511,6.7077413,0.9691082
6.2918262,9.148802,8.514342
5.9756618,3.69114,6.9022007
7.2442236,8.446683,2.8248193
5.7259245,3.47947,8.387169
-4.207409,-1.0670489,3.1442497
6.779269,-2.9528682,9.137184
2.8774037,4.862226,2.8021996
4.310169,4.3360023,3.7508726
3.2336855,5.573683,1.7068549
4.7351074,7.2469926,4.39961
2.4852304,3.7128437,6.306557
4.6144333,6.550752,6.6043262
5.609193,4.197041,6.374761
5.9791803,5.2506986,6.1066513
2.360139,4.900982,3.1483157
3.5788078,5.128843,1.8504069
2.5295177,7.7344384,6.231339
2.328272,5.968267,3.4715552
1.8103331,6.63628,1.3321319
3.688075,5.9639397,3.2293587
5.203912,4.4555535,2.326108
4.384261,5.9883018,7.3651824
2.6529565,5.318271,1.8393753
6.7591147,14.388846,3.68784
5.513126,3.5030758,7.7487707
5.0409956,3.4381807,7.305272
3.8482609,4.2907934,3.0952382
3.4687908,4.7131233,4.3771815
4.7559676,7.2624187,4.560195
6.933491,8.7016735,4.2430644
4.331316,3.1569266,5.2769613
5.9299536,5.242497,5.8745174
3.1339982,4.9330177,1.9940668
5.3319654,3.3028631,6.3153563
4.2087574,4.88333,6.9741726
2.7991803,4.3037267,4.468039
5.668032,6.5273213,2.819979
5.4750075,4.2925057,6.378544
11.190885,10.138195,7.930994
5.5729313,4.614118,3.3224452
3.7424283,6.899287,6.907135
4.956419,6.235432,1.0762229
2.5595908,4.923249,6.342486
6.3995404,3.8874276,3.856989
2.4196875,4.673705,4.8799825
5.2135534,3.3184714,6.585655
3.060819,5.0484824,2.1931167
4.5160394,5.7115445,5.9960794
2.365404,5.188768,3.8440917
7.185734,7.7620597,5.6233068
4.2583036,4.079764,7.6736526
1.0347149,10.360306,0.08680048
7.0758333,8.355908,4.4711757
6.9209423,8.856609,4.2650633
5.5985684,6.4956484,1.8065624
3.9737027,6.7251616,3.2462373
6.7979727,7.3284926,4.570377
11.206467,10.219603,7.8732133
6.0278893,4.6474996,4.9109826
1.9554086,6.3927107,1.3890855
3.30692,3.014668,3.2197452
11.828476,10.75632,7.7276406
6.85698,6.576289,7.3635025
5.14191,3.3608394,5.118215
1.6187282,2.9840946,5.956773
5.6779623,9.474411,8.575997
3.547986,5.732723,7.3460884
5.809035,3.649481,7.545888
5.3708553,5.268135,4.838276
3.9596674,7.080611,1.1638926
3.9187963,6.6559176,6.408924
4.178782,7.131243,4.5695686
5.9188757,9.922462,9.489075
-4.124073,-1.1943038,4.1508613
3.9450352,6.2151155,5.0199666
6.294211,4.6947255,6.758774
2.4011912,5.787319,3.1376371
4.669525,5.3424387,2.4102988
0.97937566,10.306696,0.042374935
2.6430047,5.214803,2.0140073
4.6048145,6.80152,1.9749656
5.7229476,5.092367,7.3167367
4.148917,3.9111247,4.82245
7.6432652,2.7943034,11.536413
5.098353,3.2117684,6.4031367
6.28993,8.325057,3.1265275
2.7204244,4.662281,3.7295594
4.644667,3.099515,6.1199174
10.553882,10.128428,8.230869
6.240154,-2.425435,9.507535
2.6233263,5.1842136,4.912606
2.7011445,5.09125,7.1492987
7.6867905,2.8076446,11.582048
8.779241,3.984588,5.6355534
6.8403964,4.2780037,4.2412405
5.925734,3.9497306,7.6877475
4.440529,2.934937,5.1519027
4.9276233,4.510205,2.8746984
6.8226867,6.7202187,5.084443
5.670219,4.272695,2.8328257
2.9340913,6.5214844,7.1047077
7.184391,8.923627,4.501832
3.9397075,3.8473446,7.377903
4.1705103,4.872707,4.5196104
7.0617843,3.3769908,10.508943
5.407965,5.0621276,4.3693037
6.4560847,3.8702333,9.816032
5.439648,6.728949,2.2353864
6.820328,-2.3219004,9.428578
4.2879744,7.2251916,4.6609344
6.023782,3.9974327,7.060113
3.7213793,3.653937,2.4095893
6.253583,-2.06628,7.841536
5.701712,5.148628,7.6146574
6.4197507,6.775514,3.1204581
2.721565,4.0649652,6.3590937
4.021005,4.999936,2.489983
6.1697326,5.4118605,7.328685
1.756452,6.7643642,1.3490114
5.8497643,3.438376,3.4634495
7.1798453,7.8284826,5.538053
4.329893,7.4793353,5.444072
1.2743675,3.0685828,5.310308
6.0379777,4.5744123,4.7526007
2.6327622,6.2748427,2.2699354
10.8652525,10.054693,8.086804
-4.0247355,-0.8755321,2.8209808
9.119172,3.886148,5.410008
4.455894,3.8649647,5.474703
4.8903303,4.6025367,7.984177
4.9434557,3.7800696,4.578341
5.8898034,-2.7608447,-2.3078055
6.38132,8.761462,3.4698956
6.7838397,8.380445,7.9478655
5.5873704,6.2559814,1.3249063
6.6102505,14.336069,3.9009259
-1.7375321,6.1030765,-3.2348487
6.876122,-1.3060889,9.333203
3.902088,3.2573698,4.2193546
3.438273,5.697179,1.737079
5.4207196,4.9514008,4.778835
6.2338877,3.5259795,3.599973
2.9805937,3.4349728,2.8046336
3.9095442,5.0168266,4.236068
2.3860526,5.459955,3.1298466
6.322063,-2.1305318,9.337624
6.4434595,5.2516623,7.0080295
3.257114,5.778105,1.808391
2.752893,4.865461,2.1281438
4.629686,6.478532,1.1211754
8.603612,3.7887034,5.7591467
4.384055,3.485271,7.0680485
5.8796854,3.9330559,6.623636
5.4664483,4.384439,2.8942997
2.9492047,3.1457007,2.844452
2.020175,4.5955987,-2.4253163
2.5250604,7.689227,6.2278285
4.033049,4.025991,4.995691
2.7678823,3.6113622,4.607585
5.204908,5.6103673,7.4796333
4.561829,4.8214417,4.3607903
4.4400496,3.9226925,4.0347123
7.250678,-1.6675501,9.819889
11.142134,11.088768,8.124775
5.3680353,4.46473,2.972865
7.0246534,4.649789,4.8100467
3.0178792,6.007601,2.5133011
5.9431973,6.377715,2.0022109
6.888406,-1.824291,9.951814
1.993811,7.585627,-0.018974094
5.7955475,5.5667253,6.552469
2.0515933,4.34102,3.8077579
6.867786,6.954688,5.094934
6.1401978,9.672711,9.217918
6.5570135,-2.8173394,9.513686
6.1751895,8.815172,3.4013395
6.5248685,3.823957,9.965909
4.504931,4.838401,2.503703
7.0747547,8.984343,4.520442
5.4320035,5.3136334,6.0760527
7.0239315,7.954002,4.805546
2.9773698,4.2638817,6.5999355
5.6816354,7.4918895,2.1994848
3.1488903,2.980018,3.007481
3.9816802,6.8865237,5.808781
6.1340785,3.5892243,4.166955
4.1956115,2.9661765,5.497349
4.877152,6.386856,1.051146
6.973033,7.05043,5.337442
6.0363317,8.73305,3.7244115
6.230575,3.723634,3.5405884
3.4622977,3.2442636,1.8396096
-4.1749706,-0.4602734,3.7123244
7.0374703,6.424643,7.2222443
4.35062,4.630752,2.417089
3.0518315,4.1044745,7.144254
5.8868723,3.7365422,2.8139
3.6873002,3.6812062,5.3590603
3.0525033,4.98971,3.137582
4.7418227,5.6725445,7.385534
6.686048,14.445987,3.7037952
5.675596,4.6807013,4.9310474
7.001071,-1.4855164,9.58384
6.6705947,8.836961,3.8186176
4.648669,4.3982353,7.6362157
6.202737,-2.3506203,9.331692
8.581171,3.7585049,5.8104725
7.5685177,8.543131,3.532095
3.9234006,7.0165043,3.2884245
5.033751,3.1144254,5.8125954
3.019403,3.3812225,4.0486946
6.8845506,4.309518,4.868775
6.071098,5.271271,7.378443
3.0730267,3.3298078,2.1734142
7.0863233,6.603387,6.7404237
5.3135815,5.057877,6.4439716
4.0530257,6.692496,3.3801713
7.3627625,-1.785807,9.944255
6.7716894,4.2769127,4.263276
5.6114283,4.541711,5.3218365
6.985123,4.7703443,5.1772604
5.1879425,4.913839,6.0793676
2.0448558,4.305754,3.6025383
5.223488,3.6397314,7.9078317
6.856703,4.416623,4.590151
2.7734535,3.9796162,4.2744646
5.8184624,4.090156,6.5030046
4.7863736,3.4457672,7.4377065
2.1314342,6.139168,2.928215
3.4075086,-0.8371586,10.477284
6.3930526,4.614692,6.853342
3.8442023,5.6156754,4.650983
2.7637546,3.94344,3.991168
3.899212,4.6615934,2.448927
5.029961,5.3250933,4.712973
7.6431203,5.567916,1.7559121
7.0793953,8.460792,4.8300095
1.3262653,3.0478032,5.419741
4.3028994,4.3166842,4.122327
3.3785515,4.754303,7.4489546
7.006448,6.1456785,7.7377596
11.102215,11.072981,8.094469
6.851707,4.4194584,4.585117
6.9858503,-1.7122842,8.8656435
7.2839103,-1.5917863,9.666498
4.068309,3.6492548,4.535832
2.5317469,7.05585,5.724999
2.1621792,4.6281314,-2.4370186
-2.1483135,6.4013367,-2.7500584
6.7036386,5.7497277,3.5440035
6.5170007,5.397616,3.9177673
5.008516,3.57141,6.3746467
4.7830043,5.9385133,7.2188764
6.31886,3.4695978,3.673827
6.166058,3.6163514,3.246739
6.909547,-1.2871228,9.348736
5.5875254,6.360805,2.476326
4.2392883,5.073372,2.6757317
4.286837,5.40831,2.134183
11.141676,11.030086,8.086814
6.9384127,8.598763,4.0749807
5.7882833,3.9901834,2.8546283
3.8135364,6.011949,3.9349968
6.1403055,9.635447,9.057962
4.287774,7.479256,5.450622
6.398838,8.921934,3.6750572
5.5803185,4.825213,4.480482
4.5063047,4.0577607,4.9587994
4.2144995,6.973721,1.2249295
5.6794457,4.471538,5.5099287
7.010979,3.4288275,10.400631
6.132761,4.5603952,6.4045563
4.9981985,10.373531,9.048406
4.9683495,4.1528273,6.255058
4.9621773,6.3957944,1.2572877
3.4456458,4.446266,6.4200373
8.605852,1.8240043,7.5540557
8.439532,1.8661472,6.6326656
2.6972222,4.106998,4.2663865
-4.1122007,-1.1249683,4.0606275
3.8348615,3.800001,7.331877
5.3149834,5.764927,6.3533573
5.676914,3.8587296,7.3441644
3.5170393,-0.96528256,10.544938
4.815481,4.1626854,2.4610922
3.3039727,4.611467,6.342368
6.275149,3.5747716,3.680451
6.731465,5.150794,7.6559415
7.860942,5.4693217,1.7226073
5.6236854,3.7469804,5.6137476
6.1957426,5.066256,6.7449365
7.116862,7.131068,5.70126
1.0070481,10.319173,0.06791955
6.94893,4.44473,4.3995814
-3.7068617,-0.650995,3.7431448
5.523362,5.666397,5.715888
5.5500894,-2.3450882,8.058798
8.696332,3.8014517,5.512914
6.866705,6.0279217,7.705688
5.078706,3.7955458,5.7176194
7.0508223,8.745075,4.285202
2.5102046,3.97184,6.044414
3.9975488,6.0271635,3.8232915
5.428202,7.5990763,2.213916
6.7053137,4.0139894,4.8907704
3.664923,6.5483694,1.9663346
5.505157,5.0893364,7.0631657
3.3574893,4.7970366,6.6258483
3.887104,6.0009704,3.7742648
5.772375,3.9033055,7.46684
2.5149326,4.0417833,5.908969
6.1153846,5.2829647,6.694363
5.9290934,5.2332144,5.825738
4.5514026,4.105646,6.0811877
5.2840824,7.043527,1.4054625
5.3520494,6.572438,5.7672677
4.146735,3.8393028,1.8398987
8.123564,2.3419082,6.785973
7.6324253,8.7052965,3.8791723
6.7817984,-1.7318461,9.942651
4.2894387,6.8651805,1.7012522
5.5213914,5.6823773,5.5435586
5.8998985,3.7765443,6.089066
5.7746863,5.5501328,6.483038
5.619405,4.1874666,6.524189
6.759101,5.760879,3.7362106
5.118756,6.6375113,2.6015782
6.59998,14.360423,3.8696837
3.2762609,2.9002535,4.1483946
3.2489963,5.7443385,2.1900995
3.5465407,5.3777127,2.0237796
3.926782,4.624221,6.7678647
3.4949355,-0.88253355,10.503426
7.6759744,8.678041,3.7651622
4.457187,3.5742626,3.7640772
6.550189,7.383379,7.05547
8.352723,2.0787115,7.471435
2.5198293,3.7173886,6.4293213
1.4459671,10.41319,0.33263895
4.262121,5.37116,3.1738503
5.5707536,10.230479,9.661953
7.10156,8.366616,2.5915809
4.1897254,10.62413,9.013599
5.0944853,3.9097135,7.2544994
5.5926995,3.8096304,2.457586
2.412892,4.6366124,3.028827
8.608608,1.8208174,7.2117796
1.9612168,6.946626,1.1936061
4.1372356,5.2915254,2.8816862
2.0374587,7.220837,0.71300054
3.1737711,4.4083967,5.5200043
2.7844293,5.485964,1.8910385
7.0356464,4.5460434,5.1246715
3.7863617,7.0735946,3.3179538
2.1111047,7.495273,0.20586553
3.9136002,7.441456,5.525408
3.1547387,4.8068986,2.084237
6.1309395,3.717534,5.554362
8.587791,1.8944123,7.0576916
6.988166,5.310739,1.8491079
6.544973,6.46851,4.0106316
5.835322,3.6384544,8.13261
4.0349283,7.2091904,1.2120634
11.344834,11.44876,7.9662457
9.539978,1.4735819,5.9312267
6.5482135,5.236336,7.542591
2.5812857,3.5593917,2.5380046
6.090951,9.579268,9.235573
-4.0896773,-0.94973826,2.8296945
6.9907236,7.9754887,5.3039265
2.479859,3.6073265,5.425265
2.9523041,7.101788,6.348063
4.5478654,6.955932,1.1743392
4.074862,4.7913446,6.6660056
4.463014,4.684254,2.6956863
5.665836,7.206359,2.317468
3.7050421,2.9057808,4.29354
-1.8669685,6.062668,-3.2998633
6.867738,6.0305047,7.2411566
5.927197,3.4195187,3.5662608
4.1446676,3.660892,3.6449034
3.514988,3.1832597,3.6182623
5.6810317,5.2069826,7.987363
4.833039,3.723058,3.8822417
6.4074445,5.161223,6.819944
-4.0694933,-0.9693109,3.1954544
2.8609657,4.313973,6.6827435
4.2516074,3.6781023,4.3149753
3.0423,3.100089,2.6619701
4.8873653,6.3686967,1.0912828
5.6615787,3.349094,3.548922
8.609037,1.8484769,7.2461195
4.24737,3.7913625,7.7761216
5.7693954,3.7974596,6.5858064
11.158441,10.712644,8.027824
7.0185905,7.956879,4.609643
-3.8570297,-0.74975485,4.180717
3.8453274,4.4807673,2.3616962
3.8389432,4.0189204,7.559479
2.9401395,4.8739986,4.525521
5.5796604,5.074603,7.3692107
5.7560987,4.758481,4.35957
2.8847075,5.3666983,1.9110409
8.304265,2.156155,7.4012723
5.793303,4.147416,2.9848163
4.1467094,6.352434,6.8900166
4.968069,6.2296643,1.093959
5.4607573,4.693887,5.4401803
5.3574433,3.3870263,4.522716
5.7270203,3.6884325,7.456195
3.1687915,3.2117846,3.3985868
8.319284,2.2473786,7.554447
5.1185784,3.6451755,7.4103127
4.298348,5.484759,7.3169785
2.5952406,7.4756207,6.2325397
4.454617,4.3847423,7.529014
5.0627055,4.5163894,2.1273937
7.774245,8.700123,3.9081686
2.7085671,4.365168,3.2648487
2.108498,4.69768,-2.5888758
6.8816376,7.556492,3.6545205
7.00852,8.540204,4.7303658
7.0379853,7.855759,4.844856
4.760236,4.110565,3.1946666
6.8648276,4.488986,5.238483
2.0837808,5.926934,2.3242552
6.1124563,3.7125077,4.1814847
6.999827,8.55133,4.1724215
3.2162278,2.998614,2.974089
5.3674884,5.265988,4.991272
-1.9229833,6.0346785,-3.3849533
7.22907,2.8356133,10.963951
4.8140645,3.9004788,6.370334
6.3362956,8.806249,3.4396262
8.289445,1.933216,6.8237
2.4830785,4.8341413,-2.5891805
4.9876633,3.400921,5.307924
3.8659496,6.1639266,3.4978836
5.205714,5.405243,4.785114
3.998705,3.9052162,7.768003
7.31888,5.2782016,2.0101068
11.229264,11.402939,8.092751
6.5781693,8.98722,3.9505992
5.031882,4.413662,7.4743867
7.0640054,7.4251122,5.6249695
5.5932484,6.9497075,5.8110824
5.6838217,6.242185,1.6568049
5.8693004,6.4661,2.191458
3.3593917,3.488899,5.1391397
6.282949,4.501677,4.9301553
2.7456927,5.9853535,2.133657
4.0517087,3.3959146,4.5381145
6.7512307,-2.9267492,9.1558075
8.73165,1.7426633,6.7650833
4.6751122,6.7927055,4.7254934
6.795615,-2.445474,9.330844
5.8766956,-2.6660185,-2.3907743
5.977629,4.607912,5.1091523
4.270064,10.737755,9.182042
4.166216,10.707089,9.073548
8.903633,3.9669964,8.573731
4.0424623,3.468366,4.087789
6.423001,5.844377,2.960278
5.5666785,3.397784,4.749709
-4.0193157,-0.8844948,2.877364
7.7520394,5.3399506,1.725756
6.3666863,8.424684,1.9437237
6.509128,3.8340576,9.891039
-3.810354,-0.51132125,3.1516087
6.828675,6.667055,6.499291
2.025001,4.5686927,-2.4347942
1.6790205,3.4098275,4.893243
5.8475227,5.443391,6.6652308
6.567046,5.3220315,7.7037716
3.380189,5.9610453,3.4762008
6.420149,8.206583,3.1700432
7.176293,2.8730094,10.887483
3.109427,5.620795,1.9708239
2.5182953,5.753613,3.2377791
3.2118437,3.9959736,6.8251066
5.7891245,4.4475145,5.8687806
2.62674,6.3773646,4.5847816
3.5979264,5.0430703,2.0341973
4.777323,10.613045,9.441046
5.279207,3.8858845,2.1445541
11.189061,11.297001,8.045454
6.5040097,7.0572767,5.388
4.813296,4.7221785,7.7053514
2.9589295,7.378134,6.4744496
3.0254302,4.7785726,2.3336082
6.473923,4.91783,7.2320423
3.6429095,5.967499,5.1973176
6.1145277,5.373729,6.9507747
4.5961285,10.790883,9.662884
6.952365,8.390861,2.371487
5.9141707,-2.1055121,8.245519
2.9720116,4.0611906,4.452624
6.124697,8.251083,1.8463689
11.953387,10.850354,7.7138085
6.442427,8.674007,3.408575
4.2644124,10.636293,9.059774
7.5287924,8.718701,4.040983
2.9048345,6.5348697,7.093712
5.575335,6.6195445,2.2576122
1.8690516,4.493154,-2.6300514
5.400608,3.8191712,3.361766
4.7110143,5.042148,4.511481
2.0190203,4.3757453,-2.2528002
6.5518556,-2.2534904,8.135364
2.681103,5.057769,5.9010944
5.2927847,5.599517,7.5810266
2.803927,3.3408031,3.994226
7.1819463,8.5420475,4.696858
6.8324876,6.6006365,5.0609674
10.7090435,10.324265,8.192492
6.3227153,8.353157,1.8911769
3.4510682,3.1030376,2.9114099
4.8620467,4.01201,6.2746363
4.2495375,7.5847254,5.536981
6.47733,6.81353,3.7555082
7.007041,7.970032,5.28279
2.4116852,5.0174727,4.5359826
3.7180479,4.1029882,3.4220223
4.9796314,5.820482,1.3692234
4.0499444,7.098069,1.3212624
7.048002,8.622292,4.1805453
6.6821675,7.931487,3.4922605
3.5732305,4.7975454,2.3156033
3.8016524,4.3834767,3.9046779
5.304141,-2.3620062,7.8396416
4.3556457,4.1506324,7.9426365
3.6508133,-0.980051,10.396162
3.968093,3.0179667,6.488981
5.199216,4.132934,1.8405958
10.145655,1.131737,6.026584
6.833512,-2.1594741,8.780529
6.8933334,8.154741,4.3542924
2.5311093,6.287204,4.24304
5.2350655,5.0369825,5.3195133
5.654114,4.2861943,3.6673548
3.9260695,3.5724432,4.803381
