0,1
17.42552,6.4667683
2.3622968,7.118048
4.8097577,4.541517
2.4077566,-3.5196407
3.638178,6.28217
6.3559813,13.9145975
3.3240542,5.237187
17.293762,6.635975
8.384562,7.275869
7.6831994,3.002498
7.5776114,8.399547
8.820664,6.087129
2.261507,-3.7248688
7.9664617,4.9058485
-0.45112672,11.115518
3.4437058,4.694977
8.243184,7.1384363
6.8665175,3.8011014
-0.69002885,4.9037185
6.9023514,6.810269
5.715474,4.345471
3.0213346,5.505416
7.017753,8.274191
1.8096229,9.343055
9.065403,4.408812
3.2550497,7.1111717
8.558236,5.654271
4.53986,6.8535886
4.944466,4.604415
5.6663404,14.036662
8.710966,2.6839817
8.373072,6.573449
7.3490305,6.903826
6.488667,3.208769
1.676372,5.950693
4.904806,5.060815
0.12059519,3.2848783
4.9151483,8.172765
7.2753196,11.540386
4.39828,6.618675
3.6918604,5.9999504
2.8257535,5.429276
2.101497,6.089864
9.2265625,6.372568
5.3671656,7.5096264
-1.1141999,1.7900635
0.05905036,4.54688
7.9072623,3.1257203
7.630366,5.7937875
9.621048,5.9592915
6.228301,6.1404357
-4.6395984,8.6642065
-3.9208531,8.041799
9.254055,7.352743
3.1141343,4.7049904
-1.4972354,6.43827
-1.5978504,6.370274
-4.2660723,0.43432206
8.997857,4.693976
8.862019,6.939428
3.5263052,5.305382
3.134838,6.0515265
3.145658,4.606756
3.1777358,7.032453
1.8070092,6.7550726
0.38173977,8.691917
3.5190203,12.033516
6.3326163,7.7807527
10.610481,6.912798
4.710214,8.344371
0.4745325,-2.3803663
5.825878,8.645878
4.4794044,8.040907
7.5108504,-1.4576608
7.6722164,4.7502675
8.499778,5.526003
5.133935,8.424984
6.6610346,1.5494238
-4.422866,8.43093
10.180758,4.9185805
6.6369233,10.607863
7.880126,5.128252
6.3206053,5.1332307
4.582092,4.6866407
9.200756,7.3361115
16.798294,6.344413
7.0871587,6.5913634
1.7362305,8.410481
8.516709,2.4873245
6.99997,6.0501156
2.8807404,1.1082274
2.4718113,-2.894034
2.0822105,8.695318
2.5694582,-3.693438
4.1775947,6.3071346
5.6121783,12.962103
0.97539407,-2.2388391
3.9909723,2.8289967
-1.2885703,7.4510913
-0.401872,0.42500165
5.442296,2.9577878
8.544508,5.6695466
7.4604244,5.4203124
3.3582919,5.586361
3.2601502,7.2090206
9.456988,5.571999
2.562112,2.8135667
2.998475,5.1358438
2.4344416,1.4580618
3.4547837,3.9353483
3.167847,4.9289
7.3453226,7.2348557
3.0408313,4.7998385
1.6294805,-0.31333536
3.420415,6.8097076
14.457005,2.6471262
7.288423,3.9144309
2.1170282,8.687736
4.8520293,13.344252
5.0264235,13.496485
9.30345,5.6908565
2.550368,8.59087
7.256581,5.4182186
2.3346798,1.7372686
3.353577,5.858154
-4.6130667,8.61944
-1.1663896,11.031291
13.961777,4.878957
3.5027018,1.5841823
0.26516545,7.510991
3.8317442,6.2022643
7.015658,7.1825666
7.2574563,7.5109763
7.5708294,8.383347
3.8395035,-4.076321
4.366259,4.6569343
8.317244,7.356286
8.776985,3.9363484
5.4577236,3.6298363
1.4706103,4.9634686
9.912874,7.4169884
4.235954,6.139481
0.35594276,-2.0451622
6.8205905,4.9799547
13.731299,7.62829
2.4545755,-3.0166378
16.882984,6.8054557
6.173761,3.1724722
7.751299,7.9856486
13.251944,4.572805
9.229649,6.703302
3.2937987,11.662053
2.3169978,6.8993087
5.161551,13.673747
0.28419873,8.665972
6.9972367,6.002172
4.666938,3.4768138
4.096043,5.80624
4.308821,3.520613
14.432092,3.0834725
11.341162,4.2113943
-1.3806912,7.743331
3.2990108,3.3779187
10.437552,5.4676943
10.494423,5.6578364
4.224425,12.272104
5.4395385,4.9815526
0.8915839,8.402898
5.374331,8.36842
7.675743,6.9990506
5.144871,5.747464
1.7441906,5.686678
9.070324,5.3480997
2.3235254,6.4145923
5.172996,8.14168
8.230164,1.2053417
9.00515,2.9519734
8.2594795,7.304457
4.220498,7.502603
5.3028154,4.1821046
9.154089,7.408384
13.981552,5.0499754
6.0512013,8.317898
8.197147,6.92645
3.4222703,5.2795367
-1.5812958,0.16718014
4.4573493,5.4069285
6.379374,4.6159806
5.1686916,4.621774
3.4097054,6.986493
3.2197397,7.210613
11.066018,3.9412177
0.8354825,7.8263783
3.1649282,6.8492665
16.671816,6.3646245
10.188356,7.500908
1.0379311,-2.1786249
3.2440245,-4.386527
9.257398,7.379044
2.7168646,6.9374394
4.2638273,6.285179
6.773817,5.4699693
4.882381,4.7384996
2.2236416,8.767085
8.151939,3.8158693
-1.0327882,4.905936
4.313163,3.5989096
7.33875,2.9514067
13.331838,4.6947837
7.2594223,4.861025
-1.2853438,7.4260945
3.315422,5.6818256
7.2427278,11.567403
14.270102,2.6357613
4.4203343,10.277095
-4.6915154,0.559091
2.262665,-3.96587
6.575534,2.0848825
4.4432507,5.700677
6.77292,3.8744717
3.4529455,11.92824
2.7189088,5.813384
3.1623735,1.3285645
5.3448157,8.420417
5.2671957,3.2536907
-1.1319306,1.7826273
-0.37707818,0.39091402
3.7782948,11.407031
8.27572,5.13134
10.583173,7.301091
9.520637,4.280882
4.6096306,4.316199
13.770659,-1.396512
5.3934813,5.2667155
3.077091,5.5949807
0.42265463,8.689906
10.598319,7.6002717
-0.9112035,4.977935
3.3479319,4.1781187
5.5605674,6.912395
9.585966,7.719187
2.9639096,6.4498463
1.156874,5.3378053
10.085529,4.2387443
2.5026903,6.6366496
7.1774573,4.068819
4.2353187,5.40357
4.0540843,12.1608095
0.78800905,4.632401
11.958666,-0.21664757
-1.4707173,0.069610365
14.082524,4.95036
2.5968668,5.785993
7.7732334,4.679956
14.548321,2.939345
6.667556,5.148491
6.147417,7.4272
4.9607296,13.443999
3.955949,2.6341088
7.5445986,8.11619
5.6942077,8.533338
5.1379247,8.347517
8.249289,4.735771
6.8474617,8.02209
1.7918069,6.784525
4.945739,12.603895
8.58985,3.701259
3.0052872,6.450405
4.224445,3.4634805
2.902327,4.220287
8.141994,4.9365873
-0.29399735,0.36316082
7.215769,8.41304
5.619334,13.050532
-0.4460068,11.124418
6.7035317,5.593826
1.2489532,5.603163
13.530761,-1.5442557
6.2007446,4.9777822
6.0952325,5.8408794
10.835648,6.9535
5.7635465,8.31518
9.827425,5.3072963
9.527547,3.7030635
6.997783,4.2455773
-1.2551273,0.51515764
8.770658,1.4716606
3.022286,11.31265
3.7786818,6.197316
1.357005,2.3482354
4.3841467,5.3513975
1.216909,-2.1555228
3.7647564,-4.358441
8.7123995,3.9557042
6.8588476,5.589048
9.996914,5.0161676
0.079156265,6.016272
4.7998457,2.964972
0.9862209,5.538738
3.9601307,6.339701
4.4312673,7.3720903
8.407665,3.4142091
9.7732935,5.175396
-1.2976239,4.885548
8.910058,2.9454546
8.597287,1.7331796
8.614302,6.531005
8.132717,7.4605317
1.6188252,5.2855663
9.693452,4.153144
11.915962,4.7449317
3.0856333,5.6727443
3.3908405,5.3005724
8.25473,4.704749
6.0545115,3.6804914
0.07382563,5.9927254
2.6831806,1.4949431
5.3361855,4.8140993
4.6889296,7.3389244
9.431465,4.8110795
4.1584697,5.6738033
3.5449913,3.8551817
6.4926195,3.1991029
9.187824,7.9327283
3.7934284,6.4088483
-4.531745,0.6176158
7.28844,7.4938126
0.32491192,5.263465
10.428395,7.7338123
4.009054,2.994439
6.324462,8.25025
5.940827,2.555364
4.0071692,5.6615386
9.527571,4.7268853
1.7967144,5.694273
7.69798,2.9893131
2.277068,8.96902
2.9116762,4.440919
-4.367545,8.366854
2.2490566,1.5432591
2.6236138,1.1989386
9.89351,8.166
9.073492,7.2499514
1.4878569,8.868745
-4.5676737,0.5599286
